"FILARE","PIANTA","X","Y","Area","Perimetro","Roughness","MISSING","LAT","LON","dist_bound","L_moran_30","L_moran_50","L_moran_30_p","L_moran_50_r","Underperc","L_moran_5","L_moran_100","Line_res","candidate","pred_mglm","pred_rdtree"
4,49,1202,2037,493,90.083,0.76343,0,43.07667482,10.69523764,9.13537171027314e-05,0.10440444058005,0.105750187963415,-0.0137787345856554,-0.0336735848149009,0,0.204374246201465,0.0815005192047235,43.9492880579501,0,0,0
4,50,1191,2016,411,92.569,0.60273,1,43.07668179,10.69523399,9.12899280788262e-05,-0.194793621903234,-0.180216765770573,0.0885062552007503,0.145802217523396,0,-0.359144066666284,-0.166361536179132,112.243219755306,1,0,0
4,51,1180,1995,566,95.74,0.77596,0,43.07668876,10.69523033,9.12172429206831e-05,0.166720762973778,0.18607251831081,0.158314592217069,-0.194483244036273,0,0.101237550469678,0.267486721319639,-59.2324137882406,0,0,0
4,52,1169,1974,493,92.811,0.71921,0,43.07669572,10.69522668,9.11488867486732e-05,0.0254947076463622,0.037064639695554,0.0403539553526256,-0.0220368954041844,0,0.0538952206069916,0.0698344623424341,-0.014634144524166,0,0,0
4,53,1159,1953,528,90.326,0.81324,0,43.07670269,10.69522335,9.13697739966779e-05,-0.00993362931579092,0.0238289437246069,-0.000591380883416822,-0.232693128488091,0,0.0820361036974793,0.128626034237096,-46.4698600857161,0,0,0
4,54,1148,1932,458,87.74,0.74762,0,43.07670966,10.69521969,9.12948273119339e-05,0.00121799799387987,-0.00129053812041962,-0.0172077620769205,-0.0593071061341828,0,-0.025966781785546,-0.0153162695491907,11.4387537209739,0,0,0
4,55,1137,1911,471,91.74,0.70325,0,43.07671663,10.69521604,9.12281223541747e-05,-0.00255237424844746,0.00138840165429593,0.00675181413837093,0.00368004689157486,0,-0.00607980378284315,0.00846501579510562,-12.7209181388486,0,0,0
4,56,1126,1890,434,89.255,0.6846,0,43.07672359,10.69521238,9.11479557226767e-05,0.0130830393604365,-0.0332884437570898,-0.00608581765742773,0.00939069854547942,0,0.0797341492909409,-0.0497458979152854,15.6189989204224,0,0,0
4,57,1115,1869,422,85.154,0.73132,0,43.07673056,10.69520873,9.10812507649176e-05,0.00957236690652843,-0.0495790580477345,-0.0567754336920002,-0.019717893379769,0,0.099007472052324,-0.0364021895674493,22.5187674538471,0,0,0
4,58,1105,1848,424,85.841,0.72309,0,43.07673753,10.6952054,9.12992762275092e-05,-0.0300386387268337,-0.0186990110742781,-0.0627871188058684,-0.0135279804908715,0,0.0804606526320116,-0.0106702236122496,17.5780220612402,0,0,0
4,59,1094,1827,430,90.912,0.65379,0,43.0767445,10.69520175,9.12325712665073e-05,-0.00718990209991591,-0.00503580329197874,0.0054639539231651,0.00734664278362623,0,0.109510176176241,0.0130373224207689,8.67369539533911,0,0,0
4,60,1083,1805,477,93.255,0.68926,0,43.0767518,10.69519809,9.13075754340252e-05,-0.00169529852430054,-0.00145638777036665,0.0169346069287599,0.00393526997299439,0,-0.044312760953978,-0.00543003575123765,-41.8371578178388,0,0,0
4,61,1072,1784,420,89.154,0.66401,0,43.07675876,10.69519443,9.12274088041078e-05,-0.012345084484549,0.0346204994800604,-0.0123209635776632,0.041426755609715,0,0.108919751282593,0.0150036848273184,12.1434783857722,0,0,0
4,62,1062,1763,434,85.74,0.74188,0,43.07676573,10.69519111,9.1453967287203e-05,-0.00176341640607397,0.036584662956785,-0.054234447997269,-0.0439287582803843,0,0.09805530747089,0.00698651603503964,-3.89602148401769,0,0,0
4,63,1051,1742,413,84.669,0.72395,0,43.0767727,10.69518745,9.13779165242997e-05,0.013258403139983,0.0584311548707642,-0.0497915474154122,-0.0203792157937503,0,0.140013353146678,0.00679024931248087,16.5327170826016,0,0,0
4,64,1040,1721,457,87.497,0.75013,0,43.07677966,10.6951838,9.13062005047881e-05,0.00824713878962809,0.0120077399526864,-0.014416890472472,-0.0946943626044791,0,0.0367987334947095,0.00297143186103588,-25.168447810051,0,0,0
4,65,1029,1700,409,82.669,0.75205,0,43.07678663,10.69518014,9.12301497403042e-05,0.0690273770213359,0.039042494918954,-0.0138902998808863,-0.0648320238020976,0,0.0899644518060415,0.0356776078999835,27.7187419047812,0,0,0
4,66,1018,1679,452,86.669,0.75617,0,43.0767936,10.69517648,9.11540989774008e-05,0.0241505462425898,0.0056394783681299,0.0210844069691338,-0.0927064294837996,0,0.0396849599864833,0.0122671848307192,-9.84273931943494,0,0,0
4,67,1008,1658,472,94.912,0.65843,0,43.07680057,10.69517316,9.1380583112575e-05,-0.011080953289065,-0.000655403984277486,-0.0675290023114787,-0.028241275579004,0,-0.0183021129806928,-0.00466653253173633,-25.8899170292326,0,0,0
4,68,997,1637,457,91.74,0.68235,0,43.07680753,10.6951695,9.12999690086162e-05,0.0204102388595518,0.00621291312036542,-0.0220387570590096,-0.021224933198566,0,0.0342634967555691,0.00292615977640837,-8.14644742017168,0,0,0
4,69,986,1616,394,84.083,0.7003,0,43.0768145,10.69516585,9.12328163269177e-05,0.0913624036712402,0.0440359167075644,0.0745951761379793,-0.0200449191071812,0,0.0753195267344009,-0.00940101897176045,57.8972009028943,0,0,0
4,70,975,1595,415,84.912,0.72331,0,43.07682147,10.69516219,9.11567655624337e-05,0.0627960853422393,0.0659756131812543,0.0693100385995514,0.0151974668196387,0,-0.0329244369691583,-0.0168594542036091,40.0537837794927,0,0,0
4,71,965,1574,482,93.497,0.69288,0,43.07682844,10.69515887,9.13832496991886e-05,-0.0245092682877727,-0.0207216087513541,-0.0474897224958813,-0.0205939043757156,0,-0.0105628588534051,0.00507667556395402,-23.8639429508496,0,0,0
4,72,954,1553,513,93.983,0.72985,0,43.0768354,10.69515521,9.13026355936491e-05,-0.0563854100790167,-0.0626767126156203,-0.0508021823714742,0.0290947784402785,0,-0.0111857607869132,0.00906246048380611,-51.451063974611,0,0,0
4,73,943,1532,518,92.569,0.75965,0,43.07684237,10.69515155,9.12265848307458e-05,-0.0083251593438128,-0.0720157948157973,-0.0149836205997804,0.0505580366070484,0,0.0241286676482812,-0.00371063081837444,-52.6634365224012,0,0,0
4,74,932,1511,510,92.912,0.7424,0,43.07684934,10.6951479,9.11594321522897e-05,0.0429780933732545,-0.0368767843468144,-0.00285412143187126,0.0416295150159051,0,0.0272586292551307,-0.0190852090494834,-41.2294635708899,0,0,0
4,75,921,1490,390,84.669,0.68364,0,43.07685631,10.69514424,9.10833813845633e-05,-0.19165769102345,-0.0570549265280784,-0.030040996818942,-0.077302950320325,0,-0.153562568996458,0.0112922041674071,81.9639484272685,0,0,0
4,76,911,1469,460,87.255,0.75926,0,43.07686327,10.69514092,9.13053021802626e-05,-0.0169748018817779,-0.00706813359327118,-0.0248024384851887,0.18723584745765,0,-0.00327669264334887,0.0020619008232353,15.277760587373,0,0,0
4,77,900,1447,433,87.74,0.70681,0,43.07687057,10.69513726,9.1379841657639e-05,-0.0825865853582632,-0.0571184612667674,-0.0107830020364964,-0.0101624021571102,0,0.025538954262921,0.0199698376137576,45.3553712846827,0,0,0
4,78,889,1426,507,89.74,0.79112,0,43.07687754,10.6951336,9.13037908947357e-05,0.0762366622588488,0.044876671757805,0.00169181453060825,0.535078496375278,0,0.0485504227672652,-0.0322321673646681,-26.1598211055427,0,0,0
4,79,878,1405,461,88.669,0.73683,0,43.07688451,10.69512995,9.12366382162796e-05,-0.00415543138044885,-0.00704500462710165,0.020586793862559,0.200598116379361,0,-0.0150769226800015,0.00496178847243788,21.8273756781066,0,0,0
4,80,868,1384,474,89.154,0.74938,0,43.07689147,10.69512662,9.14496609259511e-05,0.003667415874014,0.00633789728511905,0.0212970912274247,0.265811410925803,0,0.0203389222165863,-0.00692583154517976,10.586842660015,0,0,0
4,81,857,1363,564,92.569,0.82711,0,43.07689844,10.69512297,9.1382508247495e-05,0.0417418857898137,0.00151568088650565,-0.0327089215177533,0.740653503835264,0,0.187322436868452,-0.0749141084297797,-77.9759886400969,0,0,0
4,82,846,1342,500,92.326,0.73711,0,43.07690541,10.69511931,9.13064574845917e-05,0.0162886583699741,-0.0113832274819082,-0.023367251544941,0.178051881108745,0,0.0759320458037123,-0.0217353792009988,-12.9556867025084,0,0,0
4,83,835,1321,487,88.669,0.77839,0,43.07691238,10.69511566,9.12393048061356e-05,0.00574517149749185,-0.0124094180395574,0.0291754014381989,0.450962052889623,0,0.0763840150285051,-0.00897238409807722,1.50977040375284,0,0,0
4,84,824,1300,440,84.912,0.76688,0,43.07691934,10.695112,9.11586907005961e-05,0.0238460725372697,0.0291594362847741,0.140335084912627,0.326132255312418,0,-0.0713659778413975,0.0167415910103646,50.5848188683583,0,0,0
4,85,814,1279,481,91.255,0.72584,0,43.07692631,10.69510868,9.13851748341085e-05,-0.0223755751290997,-0.0300196192074194,-0.0259105289410428,0.0816973290644065,0,0.0282794710645576,-0.0170064294145674,11.1285115990773,0,0,0
4,86,803,1258,534,94.569,0.75034,0,43.07693328,10.69510502,9.13091240696246e-05,-0.0985266241620684,-0.190934241363146,-0.115217451682026,0.150945002392926,0,0.0634522450697051,-0.0863782089696853,-42.0000984963207,0,0,0
4,87,792,1237,468,89.154,0.7399,0,43.07694025,10.69510136,9.12330733067212e-05,-0.00158051019235114,-0.00400365045322273,0.0256151913552056,0.0898190942287848,0,0.00481612073326722,-0.0024154025950306,20.5417813869479,0,0,0
4,88,781,1216,503,89.841,0.78313,0,43.07694721,10.69509771,9.11613572872097e-05,-0.0248793836025412,-0.0771464784186758,0.00826564973992202,0.068088864815202,0,0.0574707014775421,-0.0458510452111281,-20.041372890516,0,0,0
4,89,771,1195,457,86.669,0.76454,0,43.07695418,10.69509438,9.13789433379366e-05,0.000550884402951807,0.0161365540707151,0.0309368935792018,0.0334458423964688,0,-0.0227793298750904,0.00982562547364053,21.4020161627827,0,0,0
4,90,760,1174,496,89.74,0.77396,0,43.07696115,10.69509073,9.13117906594805e-05,0.0163994759264185,-0.0457202123824684,-0.00233216885292662,0.0245447468524025,0,0.0284502289775793,-0.0379649696930924,-22.3623890441589,0,0,0
4,91,749,1153,456,89.74,0.71154,0,43.07696812,10.69508707,9.12357398917541e-05,-0.0133369713873407,0.0146114721322984,-0.0035171352723192,-0.00364167140052424,0,-0.0162134267998454,0.014059594058969,10.9861549709312,0,0,0
4,92,738,1132,496,87.983,0.80519,0,43.07697508,10.69508341,9.11551257877953e-05,0.0495390468171106,-0.0201220804979866,-0.0245503510573534,-0.138396325582209,0,0.00279378699768855,-0.0296557810973323,-35.0681526905391,0,0,0
4,93,727,1110,460,90.326,0.70851,0,43.07698238,10.69507976,9.12385633511996e-05,-0.00843386769888836,0.00030683057706158,-0.00122274195180473,-0.000109692109947305,0,0.00773071656610302,0.00376193402336176,-2.04111292716226,0,0,0
4,94,717,1089,467,87.74,0.76231,0,43.07698935,10.69507643,9.14561494019265e-05,0.00134151445746007,0.00016478984853199,-0.0599437085525276,0.0122713569667728,0,-0.000775698380573406,-0.000348541404478934,-8.43671602755518,0,0,0
4,95,706,1068,399,83.012,0.72761,1,43.07699632,10.69507278,9.13889967234704e-05,-0.211195750602488,-0.0802287977112931,-0.263173762535081,0.0215580009926343,0,0.0714240823468208,0.0168764782251361,61.7681929702609,0,0,0
4,96,695,1047,450,84.912,0.78431,0,43.07700328,10.69506912,9.1308382617931e-05,-0.046451185249423,-0.036214126880767,-0.186446173686307,0.0912521672408848,0,0.0334827368312228,-0.00206584616708429,13.3485310435876,0,0,0
4,97,684,1026,474,92.912,0.69,0,43.07701025,10.69506546,9.12323318550277e-05,0.022593882800916,0.020521345994195,0.0769237335951279,-0.0347259740795792,0,-0.0251150023709133,0.000804376030988663,-8.92078483027331,0,0,0
4,98,674,1005,426,89.497,0.66834,0,43.07701722,10.69506214,9.14588159902019e-05,-0.105234356463054,-0.0891748150874443,-0.0264411476824278,-0.0166346559510769,0,0.0924215373905991,-0.0185233466461386,41.4609304990855,0,0,0
4,99,663,984,423,84.669,0.74148,0,43.07702419,10.69505848,9.13827652272985e-05,-0.100793601950329,-0.0959922089626874,-0.14763318328699,0.014052663352549,0,-0.0523560197514749,-0.0479500355981096,48.6516048897118,0,0,0
4,100,652,963,468,90.669,0.71538,0,43.07703115,10.69505483,9.1311049207787e-05,0.0021805250466794,0.00425799458787215,0.00417142006632723,0.010177924705935,0,0.00395481495333656,0.00219775116227801,7.91201938036806,0,0,0
4,101,641,942,575,97.054,0.7671,0,43.07703812,10.69505117,9.12349984400606e-05,0.0734323916412539,0.186450356681972,0.087492822109159,0.028936498335935,0,0.268070496111126,0.138074973782708,-96.4970449901834,0,0,0
4,102,630,921,548,99.74,0.69223,0,43.07704509,10.69504751,9.11589476771572e-05,0.104063894870105,0.107801941562173,0.102030109974452,0.00311706972179484,0,0.12462315167648,0.107161133557819,-67.5101285635492,0,0,0
4,103,620,900,571,100.57,0.70945,0,43.07705206,10.69504419,9.13854318139121e-05,0.0809951137711099,0.12889134788054,0.0917799986992724,0.000154865032902221,0,0.112469781900164,0.146852435671576,-88.0407496309898,0,0,0
4,104,609,879,447,89.497,0.70129,0,43.07705902,10.69504053,9.13048177083726e-05,-0.0197784374083527,-0.0185467919925136,-0.0102206579643635,0.001520306606,0,-0.0606238210968965,-0.0295938973039689,37.2034059217774,0,0,0
4,105,598,858,348,83.497,0.62725,1,43.07706599,10.69503688,9.12376650299165e-05,-0.247424605228881,-0.144785960110574,-0.134400768111566,-0.0463058563045405,0,-0.481431448500865,-0.185215855309546,135.810432307902,1,1,0
4,106,587,837,450,88.912,0.71533,0,43.07707296,10.69503322,8.76816273430696e-05,-0.0324481624031785,-0.00725332963057942,-0.0302363674385511,-0.0134731506210005,0,0.0121599520426232,-0.0182647975960353,32.7164262596499,0,0,0
4,107,577,816,523,96.326,0.70831,0,43.07707993,10.6950299,8.04241222536765e-05,0.0425858168778063,0.025347413141937,0.0754158508938759,-1.30288865027289e-05,0,-0.123681367542353,0.0557092468186617,-41.7642943300237,0,0,0
4,108,566,795,487,96.569,0.65625,0,43.07708689,10.69502624,7.31438050710707e-05,-0.00889781334195043,0.0215948467542585,0.0372774267450681,0.0597596337129351,0,-0.0220493830588569,0.017873088107567,-7.31741156816304,0,0,0
4,109,555,774,488,92.326,0.71942,0,43.07709386,10.69502258,6.58535344309423e-05,-0.00868693690399921,0.0222940732273519,0.0143018064343533,-0.00911216754206306,0,0.0250653103721288,0.0103351190871996,-9.95203055003429,0,0,0
4,110,544,752,468,91.74,0.69877,0,43.07710116,10.69501893,5.82357634190473e-05,0.000457913486818083,0.000285652330831951,0.0134384870050571,0.00173669012756742,0,-0.00138528088223353,-0.00115789615633183,7.90590736173311,0,0,0
4,111,533,731,462,91.154,0.69871,0,43.07710813,10.69501527,5.09454927790902e-05,-0.0058838403308127,0.00121421075385312,0.0140830195461115,0.00480246890623685,0,0.00417311729500186,0.00503751695870823,10.9454656590509,0,0,0
4,112,523,710,412,92.083,0.61058,1,43.07711509,10.69501195,4.36979411398049e-05,0.00589036845359464,-0.0195470603488105,-0.00494717190235055,-0.15095512859502,0,-0.0444176383701035,0.0730799001022872,57.0712493798561,0,0,0
4,113,512,689,442,92.569,0.64819,0,43.07712206,10.69500829,3.64076704998477e-05,-0.00251338606900277,-0.00750096268962108,-0.00339798571416999,-0.146482304044761,0,-0.00512592620361235,0.0511149377850742,22.4581693294303,0,0,0
4,114,501,668,471,89.74,0.73495,0,43.07712903,10.69500464,2.91183635522556e-05,-0.00104505854432242,0.00254452833869699,0.0217601929512581,0.0790965433665944,0,-0.00169771070487141,-0.0099863931438435,-11.7992523492981,0,0,0
4,115,490,647,530,89.841,0.82516,0,43.077136,10.69500098,2.18280929121272e-05,-0.00567449335518004,0.0500867003698532,0.0195471290667469,0.138860269732873,0,-0.115197973188517,-0.159298872482624,-76.6064935134013,0,0,0
4,116,480,626,467,89.74,0.72871,0,43.07714296,10.69499766,1.45805412730131e-05,3.65189420873882e-05,0.00105327635880849,0.0248964990506759,0.0685556227878571,0,-0.000433972799697828,-0.00190933585104326,-19.940676625146,0,0,0
4,117,469,605,606,99.74,0.7655,0,43.07714993,10.694994,7.29027063995716e-06,-0.0658393837406025,0.168941919818933,-0.390264115447071,0.199352596890929,1,-1.22742262160806,-0.370954666457456,-165.863385393695,0,0,0
4,118,458,584,253,70.184,0.64544,1,43.0771569,10.69499034,0,-0.359861801090062,-0.37727174349305,0.998835790708498,-0.23052054576297,0,-1.27771396457564,0.531945088560642,179.593210453538,1,1,0
5,1,1810,3033,428,80.184,0.83653,0,43.07634437,10.69543974,2.31848517743799e-06,-0.136596610568329,-0.0474261431892949,-0.349709794851288,0.00608816104491993,0,-0.313064216179778,-0.0191763396582901,3.39602930143315,0,0,0
5,2,1799,3012,336,80.426,0.65276,0,43.07635134,10.69543608,9.64681742588393e-06,-0.433738504696287,-0.162031887053094,-0.275961934141566,-0.067902502496058,0,-0.70127679915084,-0.0531876111374816,90.4430633238012,0,0,0
5,3,1789,2991,481,86.912,0.8002,0,43.07635831,10.69543276,1.69379814636587e-05,0.040521508869685,0.0156132996661816,-0.0787022574455095,0.0896236613250266,0,-0.0711991353519112,0.0054774707275269,-58.874922757547,0,0,0
5,4,1778,2970,462,92.912,0.67253,0,43.07636527,10.6954291,2.42563736362295e-05,-0.00909763395228511,-0.00644902472631301,0.0405253157275666,-0.0594491830015577,0,0.0197988035235402,-0.0014413247514756,-43.4389489116942,0,0,0
5,5,1767,2949,488,93.497,0.7015,0,43.07637224,10.69542545,3.15836127021057e-05,0.0448192571989994,0.0265148805709351,0.0493962151562721,-0.0111777219700815,0,-0.112643858514473,0.00824603262421404,-72.1803434760092,0,0,0
5,6,1756,2928,371,84.326,0.65563,0,43.07637921,10.69542179,3.89119449507458e-05,-0.152018709339336,-0.112703596690698,-0.0428277430717712,-0.0936992739238954,0,0.302717799302347,-0.0391743828446697,42.8156496371261,0,0,0
5,7,1746,2907,417,84.083,0.74119,0,43.07638617,10.69541847,4.61931689195141e-05,-0.0266542008095404,-0.0393583518162093,0.0112633241252797,0.0112356987992127,0,0.259752038973717,-0.0117147624738501,-4.56286290389096,0,0,0
5,8,1735,2886,443,84.326,0.78287,0,43.07639314,10.69541481,5.352150116796e-05,0.0138333469617061,0.0127555369051444,0.0781107879735267,-0.0500461891332059,0,0.194100874027476,0.00196225591619602,-31.427774430663,0,0,0
5,9,1724,2866,359,76.083,0.77934,0,43.07639978,10.69541115,6.05218111740464e-05,0.126520174379359,0.170648710620573,0.239122828975166,-0.135346174494205,0,0.719103375332801,0.0509763230521382,52.2825565805556,0,0,0
5,10,1714,2845,401,82.669,0.73734,0,43.07640674,10.69540783,6.78030351428147e-05,0.192024720697856,0.119156730993187,0.181667090543475,-0.0326265290028346,0,0.437474791282002,0.0457773869748021,10.6346664000435,0,0,0
5,11,1703,2824,357,81.841,0.66979,0,43.07641371,10.69540417,7.5131367384392e-05,0.39359415029337,0.260951521981944,0.262055461024761,0.00219195701882948,0,0.625486857131528,0.0966644581373725,55.5240038159971,0,0,0
5,12,1692,2803,413,85.497,0.70999,0,43.07642068,10.69540052,8.24586064502682e-05,0.217561649035548,0.191549933643228,0.181948731263277,-0.00150342912126638,0,0.387263749456035,0.0705328620318973,0.84601761661304,0,0,0
5,13,1681,2782,423,88.426,0.67981,0,43.07642765,10.69539686,8.97869386987141e-05,0.180652757589952,0.173789589966441,0.0781458468901227,-0.0359624442823469,0,0.266230526722621,0.0770697647536267,-6.8003509895816,0,0,0
5,14,1671,2761,420,84.326,0.74223,0,43.07643461,10.69539354,9.70681626676766e-05,0.228221395437067,0.188474316017501,0.250066174222785,0.0572768804704605,0,0.281982642676299,0.103256698553742,-0.337296851188967,0,0,0
5,15,1660,2740,324,90.083,0.50173,1,43.07644158,10.69538988,0.000104396494916123,0.777737638095102,0.570279301381132,0.0162441907053902,-0.39651263682561,0,0.220768211941831,0.322221191651485,99.3489247342941,0,0,0
5,16,1649,2719,503,94.326,0.71042,0,43.07644855,10.69538622,0.000111724827164763,-0.231234771725957,-0.15954458104108,-0.192539408474822,0.00248655419771809,0,-0.139881397460733,-0.0838809387291608,-75.3105332137416,0,0,0
5,17,1639,2698,493,89.154,0.77942,0,43.07645552,10.6953829,0.000119015991202343,-0.158802774919692,-0.121908323928991,0.0552094452361715,0.000989755827926085,0,-0.096583804987482,-0.0534849342423053,-59.8229208742446,0,0,0
5,18,1628,2677,483,89.74,0.75367,0,43.07646248,10.69537924,0.000120344221564598,-0.0990177301426452,-0.071292256009689,0.0308632323647318,-0.017632405043021,0,-0.0529363064948973,-0.0323310143293663,-43.982098342221,0,0,0
5,19,1617,2656,417,90.083,0.64574,1,43.07646945,10.69537559,0.000120280432537448,0.318930868979465,0.188544468521147,0.0175976356775545,0.00381221160085212,0,-0.0538314352415284,0.0916230531829276,27.4180742873228,0,0,0
5,20,1606,2635,433,84.426,0.76338,0,43.07647642,10.69537193,0.000120207747380885,0.179042481395807,0.122656532320262,0.304272197572807,-0.0137688232112426,0,0.0300984649698384,0.055208341791505,16.4121101574805,0,0,0
5,21,1596,2614,475,91.497,0.71299,0,43.07648339,10.69536861,0.000120437530761548,-0.0402794027641929,-0.0306175113730954,-0.0542126961057006,0.00568044949744841,0,-0.028180586723831,-0.0110706298554044,-20.5622665102676,0,0,0
5,22,1585,2593,455,91.497,0.68297,0,43.07649035,10.69536495,0.000120360278460125,0.0496451390633065,0.033285860945672,-0.0536030981354886,-0.062573869838171,0,0.0326470560999655,0.0122493565439563,4.30590080665331,0,0,0
5,23,1574,2573,455,89.397,0.71544,0,43.07649699,10.6953613,0.000120145773668833,0.046708105289943,0.0222059010356584,0.047419125759089,0.0275286319777507,0,0.0326470560999655,0.00472687879192918,8.8275686308175,0,0,0
5,24,1563,2552,407,85.841,0.69409,0,43.07650396,10.69535764,0.000120073088507445,0.187134042069953,0.096822386046488,0.182513488434728,-0.0600739888724141,0,0.0130113119475914,0.00952885734514416,61.0099493841907,0,0,0
5,25,1553,2531,413,85.497,0.70999,0,43.07651092,10.69535431,0.00012028940861217,0.123321343269254,0.0595787305498372,0.150823782368923,0.00568439493920407,0,0.00439077289260105,-0.0214818424174075,58.9886678790388,0,0,0
5,26,1542,2510,522,89.255,0.82341,0,43.07651789,10.69535066,0.000120225619588265,-0.105113869791495,-0.0332233900438242,0.0337595887138493,0.480591340063032,0,-0.0483007247021503,0.0639598648734296,-46.2327007766135,0,0,0
5,27,1531,2489,488,91.74,0.72864,0,43.07652486,10.695347,0.000120152934430122,-0.0271618512025114,-0.00908485813504409,-0.0341071381219097,0.0963391127360227,0,0.071963169745275,0.0421617118345212,-8.65058147474144,0,0,0
5,28,1521,2468,524,91.74,0.78239,0,43.07653183,10.69534368,0.000120382717812365,-0.0547488533523479,0.0256808236916707,-0.0293567277695282,0.322303559751859,0,0.150286463127127,0.136535704551825,-40.4159448132201,0,0,0
5,29,1510,2447,522,90.326,0.804,0,43.07653879,10.69534002,0.000120305465509362,-0.0351899989123015,0.0988671722889019,0.0014474197074327,0.501130466631091,0,0.197525383857514,0.157756182294972,-33.553013084558,0,0,0
5,30,1499,2426,519,92.083,0.76916,0,43.07654576,10.69533637,0.000120241676485457,0.0357940952460738,0.124354298420243,-0.0108682871850537,0.300485692380637,0,0.204471991953294,0.156659820006151,-26.3680887226806,0,0,0
5,31,1488,2405,459,89.154,0.72567,0,43.07655273,10.69533271,0.000120168991328894,-0.0225796432747875,-0.0260940120749617,-0.0165766485723191,0.0933130468721674,0,-0.0201200581118123,-0.0247388752495917,37.0445508287726,0,0,0
5,32,1478,2384,536,93.497,0.7705,0,43.0765597,10.69532939,0.000120398774706311,0.311364417874813,0.2830699016054,0.0854692443559466,0.293969877827578,0,0.0967634973773332,0.249649567171239,-36.7278328665489,0,0,0
5,33,1467,2363,440,87.154,0.72792,0,43.07656666,10.69532573,0.000120321522404889,-0.142325093695166,-0.119649028411462,-0.120780589623095,0.0924347607124821,0,-0.0857634796088288,-0.0959188603197847,62.0307662683631,0,0,0
5,34,1456,2342,456,89.497,0.71541,0,43.07657363,10.69532207,0.000120248837246746,-0.0598285181708475,-0.0480618087043456,-0.0375449705954879,0.0251691535565798,0,-0.0445097207414618,-0.0386297107238068,48.0363543105167,0,0,0
5,35,1446,2321,528,96.326,0.71508,0,43.0765806,10.69531875,0.000120478620628988,0.387391752342416,0.262466198332724,0.262213284196803,0.0123662905983356,0,0.0771955914336229,0.247400103911471,-22.8732342075175,0,0,0
5,36,1435,2300,505,93.154,0.7313,0,43.07658756,10.69531509,0.000120401368325986,0.243878818737029,0.173072546568304,0.135158941164941,0.0599123227793791,0,0.126670009247863,0.184046632726739,0.483686631354999,0,0,0
5,37,1424,2279,544,95.154,0.75501,0,43.07659453,10.69531144,0.00012033757930208,0.507562492338229,0.333359466900778,0.256210334116727,0.0917434368143466,0,0.316599409059856,0.35971846695968,-38.6611000190719,0,0,0
5,38,1413,2259,450,90.912,0.6842,0,43.07660117,10.69530778,0.000120114178378131,-0.114715921624865,-0.0754225908502517,0.0292825638474442,-0.0420525670478975,0,-0.096045224496539,-0.0800849609570126,54.9241889949959,0,0,0
5,39,1403,2238,520,93.74,0.74364,0,43.07660813,10.69530446,0.000120339394610688,0.370391248458719,0.287455815717233,0.18760540740867,0.0662365204320259,0,0.268389795404521,0.266809738472528,-15.3516095479403,0,0,0
5,40,1392,2217,536,97.983,0.70158,0,43.0766151,10.6953008,0.000120266709454126,0.437345637657304,0.416751239342047,0.370579951671436,-0.00838391895270193,0,0.297695569435483,0.346766735332678,-31.5319409656881,0,0,0
5,41,1381,2196,551,98.326,0.71619,0,43.07662207,10.69529714,0.000120194024295983,0.420113482867479,0.564326613062058,0.312340443471551,0.00680365338865412,0,0.247113086760739,0.435033037027725,-47.0634452489172,0,0,0
5,42,1371,2175,484,101.4,0.59157,0,43.07662904,10.69529382,0.000120423807678225,0.0810613875583167,0.118444511956193,0.356757068103569,-0.0835727149154017,0,0.0750879748791649,0.0919469172658583,18.6072376117029,0,0,0
5,43,1360,2154,517,96.569,0.69667,0,43.076636,10.69529016,0.000120346555376803,0.185780249423466,0.290311395280058,0.202806073192318,-0.00104435797353372,0,0.163899324505816,0.246052251696629,-16.1067975575624,0,0,0
5,44,1349,2133,423,85.255,0.73133,0,43.07664297,10.69528651,0.000120282766352898,-0.170978670034383,-0.221816948727058,-0.20461262304946,0.0201803125236388,0,-0.178604411838284,-0.199490471334525,75.8336358977709,0,0,0
5,45,1338,2112,502,97.497,0.66363,0,43.07664994,10.69528285,0.000120210081194754,0.122937847344144,0.159466033769205,0.260162040322003,-0.00407200746826024,0,0.0510025441541261,0.145732930432929,-6.57896427063929,0,0,0
5,46,1328,2091,488,94.083,0.6928,0,43.07665691,10.69527953,0.000120439864573752,0.0736685464497531,0.100570863962894,0.127259505875717,-0.00395416162768215,0,0.0075851991512288,0.0753952403630371,2.28619858313635,0,0,0
5,47,1317,2070,505,89.74,0.788,0,43.07666387,10.69527587,0.000120362612270749,0.111101236497142,0.144517138986494,-0.0237135219111884,-0.137936563101139,0,0.000600922583489808,0.10506359047918,-21.0130545089891,0,0,0
5,48,1306,2049,471,99.154,0.60202,0,43.07667084,10.69527221,0.000120289927114186,0.0137794691024331,0.0150101846051826,0.308092593401939,-0.0060364843156734,0,0.00380321464832717,0.010119955202212,5.90631078361804,0,0,0
5,49,1296,2028,448,96.083,0.60981,0,43.07667781,10.69526889,0.000120519710494849,-0.0564008620183258,-0.0428538968681461,0.234104259893851,-0.0770338385473934,0,-0.0228015289281703,-0.0312371061720817,21.4273287915913,0,0,0
5,50,1285,2007,442,91.154,0.66846,0,43.07668478,10.69526523,0.000120447025338286,-0.0709144368660539,-0.0293037976311811,0.0305453518371592,0.00327757247973787,0,-0.035526393224524,-0.0285675363205184,16.4516213075631,0,0,0
